fecha,titulo,autor(a),categoria,periodico,enlace
2020-02-06 13:05:00,J.Go reitera necesidad del apoyo bipartita ante detente de Trump en fondos federales,,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/politica/20200206/j-go-reitera-necesidad-del-apoyo-bipartita-ante-detente-de-trump-en-fondos/
2020-02-06 12:22:00,Tuna de la UPR presenta su nueva producción discográfica,,Musica,Noticel,https://www.noticel.com/musica/pop/20200206/tuna-de-la-upr-presenta-su-nueva-produccion-discografica/
2020-02-06 12:05:00,Google Maps cumple 15 años y celebra con mejoras a la aplicación,,Mundo,Noticel,https://www.noticel.com/mundo/tecno/hack/20200206/google-maps-cumple-15-anos-y-celebra-con-mejoras-a-la-aplicacion/
2020-02-06 11:56:00,Abre el primer estadio de E-Sports en Latinoamérica,,Tecno,Noticel,https://www.noticel.com/tecno/hack/20200206/abre-el-primer-estadio-de-e-sports-en-latinoam%ef%bf%bdrica/
2020-02-06 11:30:00,De advertir sobre el coronavirus a ser una víctima más,,Mundo,Noticel,https://www.noticel.com/mundo/20200206/de-advertir-sobre-el-coronavirus-a-ser-una-victima-mas/
2020-02-06 10:51:00,Cuestionado el rol de Rivera Schatz en esquema de 'los fantasmas' del Capitolio,,Top-Stories,Noticel,https://www.noticel.com/top-stories/legislatura/ahora/pnp/politica/20200206/cuestionado-el-rol-de-rivera-schatz-en-esquema-de-los-fantasmas-del-capit/
2020-02-06 09:56:00,Empleados fantasmas del Capitolio cumplirán meses de cárcel,,Top-Stories,Noticel,https://www.noticel.com/top-stories/tribunales/ahora/20200206/empleados-fantasmas-del-capitolio-cumpliran-meses-de-carcel/
2020-02-06 09:56:00,Infección de bebés da nuevo giro a investigaciones por coronavirus,,Mundo,Noticel,https://www.noticel.com/mundo/20200206/infeccion-de-bebes-da-nuevo-giro-a-investigaciones-por-coronavirus/
2020-02-06 09:50:00,Individuo cobró pero no entregó gabinetes en Guaynabo,,Tribunales,Noticel,https://www.noticel.com/tribunales/ahora/20200206/individuo-cobro-pero-no-entrego-gabinetes-en-guaynabo/
2020-02-06 09:13:00,Fallece el exjefe de sicarios de Pablo Escobar,,Mundo,Noticel,https://www.noticel.com/mundo/20200206/fallece-el-exjefe-de-sicarios-de-pablo-escobar/
2020-02-06 09:08:00,Fundación Open Society ofrece nueva ronda de becas juveniles,,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/20200206/fundacion-open-society-ofrece-nueva-ronda-de-becas-juveniles/
2020-02-06 08:46:00,Informe que gobierno y Junta querían esconder proyecta la implosión financiera de la AEE,,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/junta-fiscal/top-stories/20200206/informe-que-gobierno-y-junta-querian-esconder-proyecta-la-implosion-financi/
2020-02-06 08:45:00,FEMA añade municipios al Programa de Asistencia Individual,,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/la-calle/20200206/fema-anade-municipios-al-programa-de-asistencia-individual/
2020-02-06 08:29:00,Original propuesta de noviazgo en la Serie del Caribe,,Deportes,Noticel,https://www.noticel.com/deportes/la-calle/20200206/original-propuesta-de-noviazgo-en-la-serie-del-caribe/
2020-02-06 08:02:00,Pronósticos científicos de sismos tras temblor de 5.0 del pasado martes,,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/20200207/pronosticos-cientificos-de-sismos-tras-temblor-de-5-0-del-pasado-martes/
2020-02-06 07:55:00,Confirman investigación contra administrador de la CFSE,,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/top-stories/20200206/confirman-investigacion-contra-administrador-de-la-cfse/
2020-02-06 07:37:00,Radio Universidad cumple 40 años de transmisión,,Pop,Noticel,https://www.noticel.com/pop/20200206/radio-universidad-cumple-40-anos-de-transmision/
2020-02-06 06:35:00,Incierto el futuro de las Justas LAI en Ponce,,Lai,Noticel,https://www.noticel.com/lai/deportes/20200206/incierto-el-futuro-de-las-justas-lai-en-ponce/
2020-02-06 06:15:00,Congestión vehicular dificulta el tránsito en el área metro,,La-Calle,Noticel,https://www.noticel.com/la-calle/transito/20200206/congestion-vehicular-dificulta-el-transito-en-el-area-metro/
2020-02-06 04:20:00,Identifican hombre asesinado ayer en Guaynabo,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200206/identifican-hombre-asesinado-ayer-en-guaynabo/
2020-02-17 20:26:00,Pierluisi y González enfocan propuestas en atajar pobreza infantil,,Top-Stories,Noticel,https://www.noticel.com/top-stories/pnp/politica/ahora/20200218/pierluisi-y-gonzalez-enfocan-propuestas-en-atajar-pobreza-infantil/
2020-02-17 20:14:00,'The Breakfast Club' cumple 35 años y así están sus protagonistas,,Top-Stories,Noticel,https://www.noticel.com/top-stories/cine/pop/20200218/the-breakfast-club-cumple-35-anos-y-asi-estan-sus-protagonistas/
2020-02-17 18:12:00,Tortura y asesinato de niña de 7 años conmociona internacionalmente,,Mundo,Noticel,https://www.noticel.com/mundo/20200217/tortura-y-asesinato-de-nina-de-7-anos-conmociona-internacionalmente/
2020-02-17 18:02:00,Importante grupo político compara a Trump con dictadores latinos,,Mundo,Noticel,https://www.noticel.com/mundo/20200217/importante-grupo-politico-compara-a-trump-con-dictadores-latinos/
2020-02-17 16:33:00,China combate el coronavirus destruyendo su dinero,,Mundo,Noticel,https://www.noticel.com/mundo/20200217/china-combate-el-coronavirus-destruyendo-su-dinero/
2020-02-17 16:15:00,Enmascarado lo intercepta en calle de San Juan,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200218/enmascarado-lo-intercepta-en-calle-de-san-juan/
2020-02-17 16:08:00,Amenazan de muerte al Alcalde de Guayanilla,,Ahora,Noticel,https://www.noticel.com/ahora/policiacas/la-calle/20200217/amenazan-de-muerte-al-alcalde-de-guayanilla/
2020-02-17 15:47:00,Sec. de Vivienda sintió 'buena vibra' con el monitor federal,,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/20200217/sec-de-vivienda-sintio-buena-vibra-con-el-monitor-federal/
2020-02-17 15:30:00,Tirotean oficinas de la AEE a plena luz del día,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/top-stories/20200218/tirotean-oficinas-de-la-aee-a-plena-luz-del-dia/
2020-02-17 15:18:00,Pepito busca una manera de aumentar sus ahorros,,Pepito,Noticel,https://www.noticel.com/pepito/20200225/pepito-busca-una-manera-de-aumentar-sus-ahorros/
2020-02-17 15:15:00,14 estadounidenses que habían salido de un crucero dieron positivo a coronavirus,,Mundo,Noticel,https://www.noticel.com/mundo/20200217/14-estadounidenses-que-habian-salido-de-un-crucero-dieron-positivo-a-corona/
2020-02-17 15:10:00,Pepito se entera de cómo Wanda Vázquez mediría sismos,,Pepito,Noticel,https://www.noticel.com/pepito/20200224/pepito-se-entera-de-como-wanda-vazquez-mediria-sismos/
2020-02-17 15:07:00,Pepito: Dios escucha a Wanda Vázquez,,Pepito,Noticel,https://www.noticel.com/pepito/20200220/pepito-dios-escucha-a-wanda-vazquez/
2020-02-17 15:02:00,Pepito coge sol en la playa,,Pepito,Noticel,https://www.noticel.com/pepito/20200219/pepito-coge-sol-en-la-playa/
2020-02-17 14:59:00,Eddie Casiano se queda como dirigente de la Selección Nacional,,Baloncesto,Noticel,https://www.noticel.com/baloncesto/deportes/top-stories/20200217/eddie-casiano-se-queda-como-dirigente-de-la-seleccion-nacional/
2020-02-17 14:39:00,"En el gobierno falta capacidad de ejecutar y sentido de urgencia, lanza Pierluisi",,Top-Stories,Noticel,https://www.noticel.com/top-stories/pnp/politica/ahora/20200217/en-el-gobierno-falta-capacidad-de-ejecutar-y-sentido-de-urgencia-lanza-pie/
2020-02-17 14:31:00,"A más de 20 años de su muerte, Pablo Escobar genera un serio problema en Colombia",,Mundo,Noticel,https://www.noticel.com/mundo/20200217/a-mas-de-20-anos-de-su-muerte-pablo-escobar-genera-un-serio-problema-en-co/
2020-02-17 13:40:00,"Clinton apoya designación de coordinador federal, pero unido a la comunidad",,Politica,Noticel,https://www.noticel.com/politica/ahora/top-stories/20200217/clinton-apoya-designacion-de-coordinador-federal-pero-unido-a-la-comunidad/
2020-02-17 12:41:00,"Para Pierluisi, es 'manejable' el pago de $1,500 millones en el acuerdo con bonistas",,Junta-Fiscal,Noticel,https://www.noticel.com/junta-fiscal/ahora/pnp/politica/top-stories/20200217/para-pierluisi-es-manejable-el-pago-de-1500-millones-en-el-acuerdo-con/
2020-02-17 12:22:00,Gobierno se opone a divulgar el informe sobre almacén de Ponce,,Politica,Noticel,https://www.noticel.com/politica/ahora/20200217/gobierno-se-opone-a-divulgar-el-informe-sobre-almacen-de-ponce/
2020-02-17 12:09:00,Pierluisi no cree que el factor económico afecte a estudiantes de la UPR,,Upr,Noticel,https://www.noticel.com/upr/educacion/ahora/top-stories/20200218/pierluisi-no-cree-que-el-factor-economico-afecte-a-estudiantes-de-la-upr/
2020-02-17 10:55:00,Hombre cae por escalera antes de abordar crucero en San Juan,,Ahora,Noticel,https://www.noticel.com/ahora/policiacas/la-calle/20200217/hombre-cae-por-escalera-antes-de-abordar-crucero-en-san-juan/
2020-02-17 10:50:00,Estudiantes limpian playas en Fajardo,,Vida,Noticel,https://www.noticel.com/vida/20200217/estudiantes-limpian-playas-en-fajardo/
2020-02-17 10:45:00,Lo agreden mientras caminaba por Condado,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200218/lo-agreden-mientras-caminaba-por-condado/
2020-02-17 10:30:00,Roban digger de hormigonera en Toa Alta,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200217/roban-digger-de-hormigonera-en-toa-alta/
2020-02-17 10:12:00,Alcalde de Guayanilla regaló boletos de Ricky Martin a empleados municipales,,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/top-stories/20200218/alcalde-de-guayanilla-regalo-boletos-de-ricky-martin-a-empleados-municipale/
2020-02-17 09:02:00,Conductor ebrio mata a peatón en Salinas,,Ahora,Noticel,https://www.noticel.com/ahora/policiacas/la-calle/20200217/conductor-ebrio-mata-a-peaton-en-salinas/
2020-02-17 09:00:00,Pepito vio el meme de Molusco y la Gobernadora,,Pepito,Noticel,https://www.noticel.com/pepito/20200218/pepito-vio-el-meme-de-molusco-y-la-gobernadora/
2020-02-17 08:44:00,Conoce al primer recipiente del premio Kobe Bryant,,Nba,Noticel,https://www.noticel.com/nba/baloncesto/deportes/20200217/conoce-al-primer-recipiente-del-premio-kobe-bryant/
2020-02-17 08:38:00,Homenajes emotivos a Bryant adornan el All Star de la NBA,,Nba,Noticel,https://www.noticel.com/nba/baloncesto/deportes/20200217/homenajes-emotivos-a-bryant-adornan-el-all-star-de-la-nba/
2020-02-17 08:37:00,"Entre lágrimas, jefa se despide de sus empleados en Kmart de Arecibo",,Economia,Noticel,https://www.noticel.com/economia/vida/20200217/entre-lagrimas-jefa-se-despide-de-sus-empleados-en-kmart-de-arecibo/
2020-02-17 08:10:00,Asalto con armas largas en gasolinera de Vega Baja,,Policia,Noticel,https://www.noticel.com/policia/gobierno/ahora/la-calle/20200217/asalto-con-armas-largas-en-gasolinera-de-vega-baja/
2020-02-17 07:51:00,Wanda Vázquez podría estar violando Código Electoral,,Top-Stories,Noticel,https://www.noticel.com/top-stories/politica/ahora/20200217/wanda-vazquez-podria-estar-violando-codigo-electoral/
2020-02-17 07:37:00,Kiara Liz se convierte en finalista de ‘Mira Quien Baila All Stars',,Fama,Noticel,https://www.noticel.com/fama/pop/20200217/kiara-liz-se-convierte-en-finalista-de-mira-quien-baila-all-stars/
2020-02-17 06:52:00,Prevalecerán vientos y lluvias moderadas alrededor de la isla,,El-Tiempo,Noticel,https://www.noticel.com/el-tiempo/20200217/prevaleceran-vientos-y-lluvias-moderadas-alrededor-de-la-isla/
2020-02-17 06:10:00,"Figueroa Jaramillo dice AEE removió jefe de Costa Sur por otros intereses, denuncia represalias",,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/top-stories/20200218/figueroa-jaramillo-dice-aee-removio-jefe-de-costa-sur-por-otros-intereses/
2020-02-17 04:58:00,Septuagenario muere en Adjuntas tras accidente de tránsito,,Ahora,Noticel,https://www.noticel.com/ahora/policiacas/la-calle/20200217/septuagenario-muere-en-adjuntas-tras-accidente-de-transito/
2020-02-16 23:00:00,Danilo Beauchamp se compromete con la modelo Nicole Marie,,Fama,Noticel,https://www.noticel.com/fama/pop/20200217/danilo-beauchamp-se-compromete-con-la-modelo-nicole-marie/
2020-02-16 18:38:00,Mujer declaró haber sido agredida sexualmente en negocio de Santurce,,Ahora,Noticel,https://www.noticel.com/ahora/policiacas/la-calle/20200216/mujer-declaro-haber-sido-agredida-sexualmente-en-negocio-de-santurce/
2020-02-16 18:17:00,UPR anuncia feria de servicios y orientación para estudiantes de escuela superior,,Vida,Noticel,https://www.noticel.com/vida/upr/educacion/ahora/20200216/upr-anuncia-feria-de-servicios-y-orientacion-para-estudiantes-de-escuela-su/
2020-02-16 17:51:00,No apelarán decisión de fusionar T-Mobile y Sprint,,Tecno,Noticel,https://www.noticel.com/tecno/hack/vida/20200216/no-apelaran-decision-de-fusionar-t-mobile-y-sprint/
2020-02-16 17:14:00,Wanda Vázquez no recibe congresistas demócratas que vinieron a reunirse con ella,,Top-Stories,Noticel,https://www.noticel.com/top-stories/politica/ahora/20200216/wanda-vazquez-no-recibe-congresistas-democratas-que-vinieron-a-reunirse-con/
2020-02-16 16:56:00,En cuarentena 40 estadounidenses que dieron positivo al coronavirus en crucero de Japón,,Mundo,Noticel,https://www.noticel.com/mundo/english/20200216/en-cuarentena-40-estadounidenses-que-dieron-positivo-al-coronavirus-en-cruc/
2020-02-16 16:26:00,Artista puertorriqueño utiliza su indignación para dar vida al tarot político,,Top-Stories,Noticel,https://www.noticel.com/top-stories/vida/politica/ahora/20200217/artista-puertorriqueno-utiliza-su-indignacion-para-dar-vida-al-tarot-politi/
2020-02-16 12:50:00,Chocan mujer para robarle en Las Piedras,,Mundo,Noticel,https://www.noticel.com/mundo/politica/ahora/20200216/chocan-mujer-para-robarle-en-las-piedras/
2020-02-16 12:22:00,Alegan traslado de jefe de Planta Costa Sur es un castigo de AEE,,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/top-stories/20200216/alegan-traslado-de-jefe-de-planta-costa-sur-es-un-castigo-de-aee/
2020-02-16 11:41:00,PPD pide desistir de Reforma Electoral ante fracaso del voto electrónico en Rep. Dominicana,,Top-Stories,Noticel,https://www.noticel.com/top-stories/politica/ahora/20200216/ppd-pide-desistir-de-reforma-electoral-ante-fracaso-del-voto-electronico-en/
2020-02-16 11:14:00,Ponen nombre de Kobe Bryant al premio MVP del Juego de Estrellas,,Deportes,Noticel,https://www.noticel.com/deportes/20200216/ponen-nombre-de-kobe-bryant-al-premio-mvp-del-juego-de-estrellas/
2020-02-16 09:09:00,Muere mujer tras accidente de tránsito en Aguada,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200216/muere-mujer-tras-accidente-de-transito-en-aguada/
2020-02-16 08:31:00,Puertorriqueña reconocida entre las mejores 100 científicas del mundo,,Vida,Noticel,https://www.noticel.com/vida/20200216/puertorriquena-reconocida-entre-las-mejores-100-cientificas-del-mundo/
2020-02-15 20:49:00,Justicia chapucera,,English,Noticel,https://www.noticel.com/english/en-blanco-y-negro-con-sandra/blogs/opiniones/top-stories/20200216/justicia-chapucera/
2020-02-15 19:29:00,Memoria Viva: La rica y centenaria historia de la Catedral de Ponce,,Top-Stories,Noticel,https://www.noticel.com/top-stories/memoria-viva/vida/20200216/memoria-viva-la-rica-y-centenaria-historia-de-la-catedral-de-ponce/
2020-02-15 18:43:00,Siguen las dudas sobre transacciones fraudulentas en el Gobierno,,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/hack/top-stories/20200216/siguen-las-dudas-sobre-transacciones-fraudulentas-en-el-gobierno/
2020-02-15 16:53:00,Manatí bebé rescatada en Panamá será traída a Puerto Rico,,Vida,Noticel,https://www.noticel.com/vida/20200215/manati-bebe-rescatada-en-panama-sera-traida-a-puerto-rico/
2020-02-15 16:11:00,Rosselló Nevares recurre a abogado de Casellas y de su padre para enfrentar al FEI,,Tribunales,Noticel,https://www.noticel.com/tribunales/ahora/top-stories/20200218/rossello-nevares-recurre-a-abogado-de-casellas-y-de-su-padre-para-enfrentar/
2020-02-15 14:49:00,Sector religioso muestra su contentura con Wanda Vázquez,,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/top-stories/20200215/sector-religioso-muestra-su-contentura-con-wanda-vazquez/
2020-02-15 14:13:00,"Molusco se disculpa, pero exige a la Gobernadora que se disculpe por su mala administración",,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200218/molusco-se-disculpa-pero-exige-a-la-gobernadora-que-se-disculpe-por-su-mal/
2020-02-15 13:08:00,El manuscrito perdido de los Incas regresa a Perú,,Mundo,Noticel,https://www.noticel.com/mundo/20200215/el-manuscrito-perdido-de-los-incas-regresa-a-peru/
2020-02-15 12:40:00,Wanda Vázquez defiende a Justicia y le tira al PFEI,,Top-Stories,Noticel,https://www.noticel.com/top-stories/gobierno/ahora/20200215/wanda-vazquez-defiende-a-justicia-y-le-tira-al-pfei/
2020-02-15 12:27:00,Millón y medio de visitantes recibió en 2019 el Sitio Histórico Nacional,,La-Calle,Noticel,https://www.noticel.com/la-calle/top-stories/vida/20200216/millon-y-medio-de-visitantes-recibio-en-2019-el-sitio-historico-nacional/
2020-02-15 11:41:00,Gobernadora exige disculpas del Molusco por foto 'ofensiva y viciosa',,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200218/gobernadora-exige-disculpas-del-molusco-por-foto-ofensiva-y-viciosa/
2020-02-15 11:06:00,Exitoso inicio de gira para Ozuna,,Musica,Noticel,https://www.noticel.com/musica/pop/20200215/exitoso-inicio-de-gira-para-ozuna/
2020-02-15 10:44:00,Víctimas de crímenes cibernéticos en PR perdieron más de $7.7 millones,,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/tecno/hack/20200218/victimas-de-crimenes-ciberneticos-en-pr-perdieron-mas-de-7-7-millones/
2020-02-15 10:01:00,Policía investiga muertes sospechosas en Arecibo y Naranjito,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200215/policia-investiga-muertes-sospechosas-en-arecibo-y-naranjito/
2020-02-15 08:29:00,Tommy Torres celebra en grande sus 20 años en la música,,Top-Stories,Noticel,https://www.noticel.com/top-stories/musica/pop/20200215/tommy-torres-celebra-en-grande-sus-20-anos-en-la-musica/
2020-02-15 08:05:00,Ocho municipios más recibirán ayudas por terremotos,,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/top-stories/20200215/ocho-municipios-mas-recibiran-ayudas-por-terremotos/
2020-02-14 20:36:00,'Raulie' Maldonado saca de su tiempo en San Valentín para acusar a Justicia,,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200216/raulie-maldonado-saca-de-su-tiempo-en-san-valentin-para-acusar-a-justicia/
2020-02-14 20:04:00,Tribunal ordena a la CEE que acepte endosos de Eliezer Molina,,Politica,Noticel,https://www.noticel.com/politica/ahora/tribunales/20200215/tribunal-ordena-a-la-cee-que-acepte-endosos-de-eliezer-molina/
2020-02-14 19:57:00,Trump prepara operativo contra indocumentados en grandes ciudades,,Mundo,Noticel,https://www.noticel.com/mundo/20200215/trump-prepara-operativo-contra-indocumentados-en-grandes-ciudades/
2020-02-14 18:23:00,Huertas anuncia su retiro de la Selección de Puerto Rico,,Baloncesto,Noticel,https://www.noticel.com/baloncesto/deportes/20200214/huertas-anuncia-su-retiro-de-la-seleccion-de-puerto-rico/
2020-02-14 18:00:00,Federales arrestan hombre de 74 años por pornografía infantil,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200214/federales-arrestan-hombre-de-74-anos-por-pornografia-infantil/
2020-02-14 17:30:00,Nuestra Trump,,English,Noticel,https://www.noticel.com/english/inteligencia-social/opiniones/top-stories/20200215/nuestra-trump/
2020-02-14 16:55:00,Hieren turista de California en La Perla,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200214/hieren-turista-de-california-en-la-perla/
2020-02-14 16:44:00,Viuda de Kobe le dedica emotivo mensaje en San Valentín,,Deportes,Noticel,https://www.noticel.com/deportes/fama/pop/20200214/viuda-de-kobe-le-dedica-emotivo-mensaje-en-san-valentin/
2020-02-14 16:44:00,Un boricua entre los 10 mejores jugadores de la MLB,,Mlb,Noticel,https://www.noticel.com/mlb/beisbol/deportes/20200214/un-boricua-entre-los-10-mejores-jugadores-de-la-mlb/
2020-02-14 15:55:00,Renuncia el director ejecutivo de la AAA,,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/top-stories/20200214/renuncia-el-director-ejecutivo-de-la-aaa/
2020-02-14 14:49:00,DE anuncia apertura de 129 escuelas adicionales,,Top-Stories,Noticel,https://www.noticel.com/top-stories/educacion/ahora/20200214/de-anuncia-apertura-de-129-escuelas-adicionales/
2020-02-14 14:46:00,Senadoras exigen disculpa pública de 'Molusco',,Pop,Noticel,https://www.noticel.com/pop/legislatura/ahora/20200215/senadoras-exigen-disculpa-publica-de-molusco/
2020-02-14 14:16:00,Bajo advertencia de inundaciones más de una docena de municipios,,El-Tiempo,Noticel,https://www.noticel.com/el-tiempo/la-calle/20200214/bajo-advertencia-de-inundaciones-mas-de-una-docena-de-municipios/
2020-02-14 13:54:00,FBI incauta equipo electrónico en oficinas de Retiro,,Top-Stories,Noticel,https://www.noticel.com/top-stories/gobierno/ahora/20200214/fbi-incauta-equipo-electronico-en-oficinas-de-retiro/
2020-02-14 12:18:00,Justicia acusa al FEI de no tener 'la intención o el compromiso' de procesar por el chat,,Top-Stories,Noticel,https://www.noticel.com/top-stories/gobierno/ahora/20200214/justicia-acusa-al-fei-de-no-tener-la-intencion-o-el-compromiso-de-procesa/
2020-02-14 09:56:00,Separan a tres empleados como parte de investigación por fraude cibernético,,Top-Stories,Noticel,https://www.noticel.com/top-stories/gobierno/ahora/20200215/separan-a-tres-empleados-como-parte-de-investigacion-por-fraude-cibernetico/
2020-02-14 09:04:00,Amor limitado por el coronavirus en China,,Mundo,Noticel,https://www.noticel.com/mundo/20200214/amor-limitado-por-el-coronavirus-en-china/
2020-02-14 08:53:00,Balean a muerte a hombre en Luquillo,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200214/balean-a-muerte-a-hombre-en-luquillo/
2020-02-14 08:39:00,Madre de Arellys Mercado: 'Hoy es Día del Amor y mi hija no está',,Ahora,Noticel,https://www.noticel.com/ahora/tribunales/la-calle/top-stories/20200214/madre-de-arellys-mercado-hoy-es-dia-del-amor-y-mi-hija-no-esta/
2020-02-14 08:35:00,Resurge 'La isla de la fantasía' pero en el cine,,Cine,Noticel,https://www.noticel.com/cine/pop/20200214/resurge-la-isla-de-la-fantasia-pero-en-el-cine/
2020-02-14 08:18:00,Posponen juicio de Jensen Medina hasta abril,,Tribunales,Noticel,https://www.noticel.com/tribunales/ahora/20200215/posponen-juicio-de-jensen-medina-hasta-abril/
2020-02-14 07:58:00,Investigan posible trabajo interno en casos de fraude cibernético,,Top-Stories,Noticel,https://www.noticel.com/top-stories/gobierno/ahora/20200214/investigan-posible-trabajo-interno-en-casos-de-fraude-cibernetico/
2020-02-14 06:15:00,Congestionada la PR-2 en Mayagüez por accidente con camión de gasolina,,La-Calle,Noticel,https://www.noticel.com/la-calle/transito/20200214/congestionada-la-pr-2-en-mayag%ef%bf%bdez-por-accidente-con-cami%ef%bf%bdn-de-gasolina/
2020-02-13 21:45:00,"Qué hizo, realmente, el Departamento de Justicia con el chat de Telegram?",,Top-Stories,Noticel,https://www.noticel.com/top-stories/gobierno/ahora/tribunales/20200215/que-hizo-realmente-el-departamento-de-justicia-con-el-chat-de-telegram/
2020-02-13 21:10:00,Cómo coinciden la trata humana y el caso de un niño ponceño baleado,,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200218/c%ef%bf%bdmo-coinciden-la-trata-humana-y-el-caso-de-un-ni%ef%bf%bdo-ponce%ef%bf%bdo-baleado/
2020-02-13 20:44:00,Fiscales no seguirán el caso por los celulares de Elías Sánchez y Edwin Miranda,,Top-Stories,Noticel,https://www.noticel.com/top-stories/gobierno/ahora/tribunales/20200215/fiscales-no-seguiran-el-caso-por-los-celulares-de-elias-sanchez-y-edwin-mir/
2020-02-13 20:35:00,Trump se mofa de la estatura de Bloomberg,,Mundo,Noticel,https://www.noticel.com/mundo/20200214/trump-se-mofa-de-la-estatura-de-bloomberg/
2020-02-13 20:34:00,La sala de un joven boricua en New Hampshire es terreno codiciado por precandidatos demócratas,,Mundo,Noticel,https://www.noticel.com/mundo/top-stories/politica/ahora/20200214/la-sala-de-un-joven-boricua-en-new-hampshire-es-terreno-codiciado-por-preca/
2020-02-13 20:28:00,Trump desviará billones del Pentágono para su muro,,Mundo,Noticel,https://www.noticel.com/mundo/20200214/trump-desviara-billones-del-pentagono-para-su-muro/
2020-02-13 18:15:00,Habrá consecuencias para empleados que faltaron a su responsabilidad,,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/top-stories/20200213/habra-consecuencias-para-empleados-que-faltaron-a-su-responsabilidad/
2020-02-13 18:13:00,Tecnología y redes sociales han transformado el amor,,Hack,Noticel,https://www.noticel.com/hack/20200213/tecnologia-y-redes-sociales-han-transformado-el-amor/
2020-02-13 17:55:00,Aeronet y Facebook traen internet más eficiente para Viejo San Juan,,Tecno,Noticel,https://www.noticel.com/tecno/hack/20200214/aeronet-y-facebook-traen-internet-mas-eficiente-para-viejo-san-juan/
2020-02-13 17:21:00,Revelan el plan de Bloomberg para infiltrar las redes sociales,,Politica,Noticel,https://www.noticel.com/politica/ahora/hack/top-stories/20200214/revelan-el-plan-de-bloomberg-para-infiltrar-las-redes-sociales/
2020-02-13 16:46:00,Pedro Capó deleita a enamorados en bodas de Disney,,Binge,Noticel,https://www.noticel.com/binge/pop/fama/20200213/pedro-capo-deleita-a-enamorados-en-bodas-de-disney/
2020-02-13 16:21:00,¿Cómo se ejecutó el ataque de 'phishing' que casi le cuesta millones al Gobierno?,,Hack,Noticel,https://www.noticel.com/hack/top-stories/gobierno/ahora/20200213/como-se-ejecuto-el-ataque-de-phishing-que-casi-le-cuesta-millones-al-gob/
2020-02-13 16:18:00,Francis Rosas luce su nuevo estilo en Instagram,,Fama,Noticel,https://www.noticel.com/fama/pop/20200213/francis-rosas-luce-su-nuevo-estilo-en-instagram/
2020-02-13 15:50:00,Arranca este domingo la temporada 81 de la Doble A,,Doble-A,Noticel,https://www.noticel.com/doble-a/beisbol/deportes/20200214/arranca-este-domingo-la-temporada-81-de-la-doble-a/
2020-02-13 15:46:00,Todo lo que debes saber sobre el fraude electrónico al Gobierno,,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/top-stories/20200213/todo-lo-que-debes-saber-sobre-el-fraude-electronico-al-gobierno/
2020-02-13 14:33:00,Filme visibiliza crisis de vivienda de puertorriqueños y negros en el Bronx de los 70,,Cine,Noticel,https://www.noticel.com/cine/pop/20200213/filme-visibiliza-crisis-de-vivienda-de-puertorriquenos-y-negros-en-el-bronx/
2020-02-13 14:13:00,Asignan FEI a Rosselló y otros cinco 'brothers',,Top-Stories,Noticel,https://www.noticel.com/top-stories/pnp/politica/ahora/20200213/asignan-fei-a-rossello-y-otros-cinco-brothers/
2020-02-13 13:55:00,Llega crucero de Royal Caribbean a puerto de Ponce,,Economia,Noticel,https://www.noticel.com/economia/20200213/llega-crucero-de-royal-caribbean-a-puerto-de-ponce/
2020-02-13 13:50:00,Reaparece 'El Taken' con supuesto vandalismo,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200213/reaparece-el-taken-con-supuesto-vandalismo/
