fecha,titulo,autor(a),categoria,periodico,enlace
2020-01-10 05:35:00,Esto es lo que está pasando con los puentes y tramos cerrados por temblores,,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/top-stories/20200110/esto-es-lo-que-esta-pasando-con-los-puentes-y-tramos-cerrados-por-temblores/
2020-01-10 05:25:00,AEE asegura que el 80% de abonados ya tiene luz,,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/top-stories/20200110/aee-asegura-que-el-80-de-abonados-ya-tiene-luz/
2020-01-10 04:30:00,Asesinan adolescente en Fajardo,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200110/asesinan-adolescente-en-fajardo/
2020-01-09 21:26:00,Pepito critica los formularios,,Pepito,Noticel,https://www.noticel.com/pepito/20200110/pepito-critica-los-formularios/
2020-01-09 21:21:00,5 controversias que siguieron al ahora exdirector del FBI en PR,,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/top-stories/20200110/5-controversias-que-siguieron-al-ahora-exdirector-del-fbi-en-pr/
2020-01-09 20:00:00,Yulín continuará con las SanSe para 'canalizar generosidad y solidaridad' con el sur,,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200109/yula%c2%adn-continuara-con-las-sanse-para-canalizar-generosidad-y-solidaridad/
2020-01-09 18:22:00,Reserva Federal de Nueva York ofrecerá ayuda a sin fines de lucro en PR,,Economia,Noticel,https://www.noticel.com/economia/20200109/reserva-federal-de-nueva-york-ofrecera-ayuda-a-sin-fines-de-lucro-en-pr/
2020-01-09 18:05:00,Netflix en Brasil pide se anule censura de película de Jesucristo gay,,Cine,Noticel,https://www.noticel.com/cine/pop/20200109/netflix-en-brasil-pide-se-anule-censura-de-pelicula-de-jesucristo-gay/
2020-01-09 18:00:00,Costa Sur y EcoEléctrica: el gas natural es parte del problema,,English,Noticel,https://www.noticel.com/english/inteligencia-social/opiniones/top-stories/20200110/costa-sur-y-ecoelectrica-el-gas-natural-es-parte-del-problema/
2020-01-09 17:45:00,HBO elaborará serie limitada de película 'Parasite',,Binge,Noticel,https://www.noticel.com/binge/pop/cine/20200109/hbo-elaborara-serie-limitada-de-pelicula-parasite/
2020-01-09 17:39:00,Voleibolistas boricuas buscan espacio en Tokio 2020,,Deportes,Noticel,https://www.noticel.com/deportes/20200109/voleibolistas-boricuas-buscan-espacio-en-tokio-2020/
2020-01-09 17:27:00,Designan a Carlos Pesquera como asesor de mitigación de daños,,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/20200109/designan-a-carlos-pesquera-como-asesor-de-mitigacion-de-danos/
2020-01-09 16:48:00,Cierran peaje en Ponce tras daños causados por el sismo,,La-Calle,Noticel,https://www.noticel.com/la-calle/transito/20200109/cierran-peaje-en-ponce-tras-danos-causados-por-el-sismo/
2020-01-09 16:33:00,Apagón por terremoto dejará nuevo aumento en la factura de la luz,,La-Calle,Noticel,https://www.noticel.com/la-calle/top-stories/gobierno/ahora/20200109/apagon-por-terremoto-dejara-nuevo-aumento-en-la-factura-de-la-luz/
2020-01-09 16:21:00,Confirman que misil iraní derribó un avión ucraniano,,Mundo,Noticel,https://www.noticel.com/mundo/20200109/confirman-que-misil-irani-derribo-un-avion-ucraniano/
2020-01-09 15:50:00,Conoce los oasis disponibles alrededor de Puerto Rico,,La-Calle,Noticel,https://www.noticel.com/la-calle/20200109/conoce-los-oasis-disponibles-alrededor-de-puerto-rico/
2020-01-09 15:44:00,Francis Rosas le tira indirecta a Natalia Rivera,,Fama,Noticel,https://www.noticel.com/fama/pop/20200109/francis-rosas-le-tira-indirecta-a-natalia-rivera/
2020-01-09 15:41:00,De revolucionario a vicepresidente español en unos cuantos años,,Mundo,Noticel,https://www.noticel.com/mundo/politica/ahora/20200112/de-revolucionario-a-vicepresidente-espanol-en-unos-cuantos-anos/
2020-01-09 15:40:00,Estreno de generadores portátiles de la AEE provoca controversia,,Top-Stories,Noticel,https://www.noticel.com/top-stories/gobierno/ahora/20200110/estreno-de-generadores-port%ef%bf%bdtiles-de-la-aee-provoca-controversia/
2020-01-09 15:28:00,Niño llora al recordar que no tiene a dónde ir tras el terremoto,,La-Calle,Noticel,https://www.noticel.com/la-calle/top-stories/20200109/nino-llora-al-recordar-que-no-tiene-a-donde-ir-tras-el-terremoto/
2020-01-09 14:42:00,"Macy's cerrará tiendas, pero no tiene a PR en lista",,Economia,Noticel,https://www.noticel.com/economia/20200110/macys-cerrara-tiendas-pero-no-tiene-a-pr-en-lista/
2020-01-09 14:15:00,Miami le extiende la mano a Puerto Rico,,Mundo,Noticel,https://www.noticel.com/mundo/20200109/miami-le-extiende-la-mano-a-puerto-rico/
2020-01-09 13:50:00,Puerto Rico pierde a una filántropa estratégica y vertical,,English,Noticel,https://www.noticel.com/english/inteligencia-social/opiniones/20200109/puerto-rico-pierde-a-una-filantropa-estrategica-y-vertical/
2020-01-09 13:50:00,Alcalde clama ayuda pero Gobernadora responde que siga 'los procedimientos',,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/20200110/alcalde-clama-ayuda-pero-gobernadora-responde-que-siga-los-procedimientos/
2020-01-09 13:33:00,Las actividades canceladas y las que siguen en pie el fin de semana,,Pop,Noticel,https://www.noticel.com/pop/vida/20200110/las-actividades-canceladas-y-las-que-siguen-en-pie-el-fin-de-semana/
2020-01-09 13:18:00,Director del FBI recibe ascenso y se irá de Puerto Rico,,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200109/director-del-fbi-recibe-ascenso-y-se-ira-de-puerto-rico/
2020-01-09 12:29:00,Sismos podrían continuar por una semana más,,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200109/sismos-podrian-continuar-por-una-semana-mas/
2020-01-09 12:26:00,AEE: Ortiz pide perdón y admite que el sistema seguirá inestable,,Top-Stories,Noticel,https://www.noticel.com/top-stories/gobierno/ahora/20200109/aee-ortiz-pide-perda%c2%b3n-y-admite-que-el-sistema-seguira-inestable/
2020-01-09 11:35:00,Los alimentos procesados estarán libre de IVU desde hoy,,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/top-stories/20200109/los-alimentos-procesados-estaran-libre-de-ivu-desde-hoy/
2020-01-09 11:18:00,Un avión estrellado pone a Irán nuevamente en el ojo del mundo,,Mundo,Noticel,https://www.noticel.com/mundo/20200109/un-avion-estrellado-pone-a-iran-nuevamente-en-el-ojo-del-mundo/
2020-01-09 10:58:00,Fallece directora ejecutiva de Bravo Family Foundation,,Ahora,Noticel,https://www.noticel.com/ahora/20200109/fallece-directora-ejecutiva-de-bravo-family-foundation/
2020-01-09 10:53:00,Explota una planta eléctrica en residencia de Caguas,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200109/explota-una-planta-electrica-en-residencia-de-caguas/
2020-01-09 10:36:00,Casa Olímpica se convierte en centro de acopio,,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/20200109/casa-olimpica-se-convierte-en-centro-de-acopio/
2020-01-09 10:20:00,Sorprendentes y ridículos algunos anuncios en la Feria CES,,Tecno,Noticel,https://www.noticel.com/tecno/hack/20200109/sorprendentes-y-ridiculos-algunos-anuncios-en-la-feria-ces/
2020-01-09 10:15:00,Enmascarados con armas largas le quitan su carro en centro comercial de Caguas,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200109/enmascarados-con-armas-largas-le-quitan-su-carro-en-centro-comercial-de-cag/
2020-01-09 10:00:00,UPR-Ponce sufre daños menores tras eventos sísmicos,,Upr,Noticel,https://www.noticel.com/upr/educacion/ahora/la-calle/20200109/upr-ponce-sufre-danos-menores-tras-eventos-sismicos/
2020-01-09 09:45:00,Panamá busca repetir su hazaña en la Serie del Caribe,,Serie-Del-Caribe,Noticel,https://www.noticel.com/serie-del-caribe/beisbol/deportes/20200109/panama-busca-repetir-su-hazana-en-la-serie-del-caribe/
2020-01-09 09:36:00,Cuba cancela su participación en la Serie del Caribe,,Serie-Del-Caribe,Noticel,https://www.noticel.com/serie-del-caribe/beisbol/deportes/20200109/cuba-cancela-su-participaci%ef%bf%bdn-en-la-serie-del-caribe/
2020-01-09 09:31:00,La 煤nica escuela superior de Pe帽uelas no podr谩 recibir estudiantes este semestre,,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200109/la-unica-escuela-superior-de-penuelas-no-podra-recibir-estudiantes-este-sem/
2020-01-09 09:30:00,¿Qué planta de la AEE alimenta mi sector?,,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200109/que-planta-de-la-aee-alimenta-mi-sector/
2020-01-09 09:20:00,Gobernadora obliga a Vivienda mediante ley a desembolsar fondos CDBG,,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/20200110/gobernadora-obliga-a-vivienda-mediante-ley-a-desembolsar-fondos-cdbg/
2020-01-09 09:10:00,Falla el gobierno en enfrentar consecuencias de terremoto,,Ahora,Noticel,https://www.noticel.com/ahora/20200109/falla-el-gobierno-en-enfrentar-consecuencias-de-terremoto/
2020-01-09 07:56:00,AES arranca hoy su producción desde Guayama,,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/top-stories/20200110/aes-arranca-hoy-su-produccion-desde-guayama/
2020-01-09 06:18:00,"Todavía sin luz 750,000 abonados, admite José Ortiz",,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/top-stories/20200110/todavia-sin-luz-750000-abonados-admite-jose-ortiz/
2020-01-09 06:15:00,Principales vías vuelven a su congestión habitual,,La-Calle,Noticel,https://www.noticel.com/la-calle/transito/20200109/principales-vias-vuelven-a-su-congestion-habitual/
2020-01-09 05:55:00,Aguadilla y Moca sin agua por avería y falta de luz,,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/20200109/aguadilla-y-moca-sin-agua-por-averia-y-falta-de-luz/
2020-01-08 21:42:00,De los remezones del 1867 a los temblores del 2020,,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200109/de-los-remezones-del-1867-a-los-temblores-del-2020/
2020-01-08 21:21:00,¿Cómo se distingue una grieta peligrosa en tu casa?,,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200108/como-se-distingue-una-grieta-peligrosa-en-tu-casa/
2020-01-08 20:55:00,Irán advierte que 'no quiere guerra' pero que se defenderá,,Mundo,Noticel,https://www.noticel.com/mundo/20200109/iran-advierte-que-no-quiere-guerra-pero-que-se-defendera/
2020-01-08 19:59:00,A quién puedo contactar para ayudar los afectados por terremotos,,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200112/a-quien-puedo-contactar-para-ayudar-los-afectados-por-terremotos/
2020-01-08 19:52:00,Portal accesible a todos da una mirada interna a la generaci贸n de energ铆a en la AEE,,La-Calle,Noticel,https://www.noticel.com/la-calle/top-stories/gobierno/ahora/20200109/portal-accesible-a-todos-da-una-mirada-interna-a-la-generacion-de-energia-e/
2020-01-08 19:46:00,Duques de Sussex se retirarán de la monarquía,,Mundo,Noticel,https://www.noticel.com/mundo/20200109/duques-de-sussex-se-retiraran-de-la-monarquia/
2020-01-08 19:03:00,En manos de 3 agencias y 5 empresas la inspección de 856 escuelas,,Top-Stories,Noticel,https://www.noticel.com/top-stories/educacion/ahora/20200109/en-manos-de-3-agencias-y-5-empresas-la-inspeccion-de-856-escuelas/
2020-01-08 18:34:00,Lindor se queda con los Indios,,Mlb,Noticel,https://www.noticel.com/mlb/beisbol/deportes/20200108/lindor-se-queda-con-los-indios/
2020-01-08 17:45:00,Gobierno reanudará labores parcialmente,,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/20200108/gobierno-reanudara-labores-parcialmente/
2020-01-08 17:36:00,Familia se niega a dejar su casa agrietada en Peñuelas,,Ahora,Noticel,https://www.noticel.com/ahora/20200108/familia-se-niega-a-dejar-su-casa-agrietada-en-penuelas/
2020-01-08 17:29:00,Claro niega daños por terremoto en su sede,,La-Calle,Noticel,https://www.noticel.com/la-calle/20200109/claro-niega-danos-por-terremoto-en-su-sede/
2020-01-08 17:15:00,Aerostar achaca alto flujo de pasajeros a temporada alta de vuelos,,Ahora,Noticel,https://www.noticel.com/ahora/economia/20200108/aerostar-achaca-alto-flujo-de-pasajeros-a-temporada-alta-de-vuelos/
2020-01-08 16:57:00,"La historia tras 'Muévelo', primera colaboración de Los Cangris en 20 años",,Musica,Noticel,https://www.noticel.com/musica/pop/20200108/la-historia-tras-muevelo-primera-colaboracion-de-los-cangris-en-20-anos/
2020-01-08 15:59:00,Qué ha pasado hoy con la AEE: 7 puntos para actualizarte,,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200109/que-ha-pasado-hoy-con-la-aee-7-puntos-para-actualizarte/
2020-01-08 15:48:00,Cómo evitar un fuego relacionado con su planta eléctrica tras un terremoto,,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200108/como-evitar-un-fuego-relacionado-con-su-planta-electrica-tras-un-terremoto/
2020-01-15 10:42:00,Pepito reflexiona sobre las malas palabras,,Pepito,Noticel,https://www.noticel.com/pepito/20200116/pepito-reflexiona-sobre-las-malas-palabras/
2020-01-15 10:41:00,Segundo arresto implica a Keleher cediendo terreno de escuela por un apartamento,,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/policiacas/la-calle/20200115/segundo-arresto-implica-a-keleher-cediendo-terreno-de-escuela-por-un-aparta/
2020-01-15 10:37:00,Individuos anuncian asalto a tres personas que resultaron ser policías,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200115/individuos-anuncian-asalto-a-tres-personas-que-resultaron-ser-policias/
2020-01-15 10:10:00,Informe: Casa Blanca condicionará fondos de recuperación a que los supervise la Junta,,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/alert/top-stories/20200115/informe-casa-blanca-condicionara-fondos-de-recuperacion-a-que-los-supervis/
2020-01-15 10:07:00,Registran caso de sarna humana en campamento de refugiados,,Ahora,Noticel,https://www.noticel.com/ahora/20200115/registran-caso-de-sarna-humana-en-campamento-de-refugiados/
2020-01-15 10:01:00,Guardia Nacional implementaría plan general de desalojos,,La-Calle,Noticel,https://www.noticel.com/la-calle/gobierno/ahora/20200115/guardia-nacional-implementar%ef%bf%bda-plan-general-de-desalojos/
2020-01-15 08:40:00,Casi 800 casas han sido afectadas por los temblores,,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/top-stories/20200115/casi-800-casas-han-sido-afectadas-por-los-temblores/
2020-01-15 08:20:00,Muere quemado en su casa,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200115/muere-quemado-en-su-casa/
2020-01-15 08:06:00,Sanders y Warren enfrentados por supuesto comentario machista de Sanders,,Mundo,Noticel,https://www.noticel.com/mundo/politica/ahora/20200115/sanders-y-warren-enfrentados-por-supuesto-comentario-machista-de-sanders/
2020-01-15 06:05:00,Pavimento mojado atrasa el tránsito en muchas carreteras,,La-Calle,Noticel,https://www.noticel.com/la-calle/transito/20200115/pavimento-mojado-atrasa-el-transito-en-muchas-carreteras/
2020-01-15 05:10:00,Aseguran que hospital móvil está preparado para atender damnificados,,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/20200115/aseguran-que-hospital-movil-esta-preparado-para-atender-damnificados/
2020-01-15 04:15:00,Lo encuentran asesinado en una guagua en Toa Baja,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200115/lo-encuentran-asesinado-en-una-guagua-en-toa-baja/
2020-01-14 22:11:00,The Puerto Rico earthquakes and the long road to recovery,,English,Noticel,https://www.noticel.com/english/inteligencia-social/opiniones/20200115/the-puerto-rico-earthquakes-and-the-long-road-to-recovery/
2020-01-14 20:03:00,Disney+ fue la aplicación más descargada en Estados Unidos,,Binge,Noticel,https://www.noticel.com/binge/pop/20200115/disney-fue-la-aplicacion-mas-descargada-en-estados-unidos/
2020-01-14 19:55:00,De luto Luis Fonsi tras fallecimiento de su suegro,,Fama,Noticel,https://www.noticel.com/fama/pop/20200115/de-luto-luis-fonsi-tras-fallecimiento-de-su-suegro/
2020-01-14 19:49:00,Alex Cora ya no trabajará para los Medias Rojas,,Top-Stories,Noticel,https://www.noticel.com/top-stories/mlb/beisbol/deportes/20200114/alex-cora-ya-no-trabajara-para-los-medias-rojas/
2020-01-14 19:48:00,¿El Plan de Terremotos? Todavía lo esperamos,,Top-Stories,Noticel,https://www.noticel.com/top-stories/gobierno/ahora/20200115/el-plan-de-terremotos-todavia-lo-esperamos/
2020-01-14 18:42:00,OMEP explica contratación de inspección de escuelas,,Top-Stories,Noticel,https://www.noticel.com/top-stories/gobierno/ahora/20200115/omep-explica-contratacion-de-inspeccion-de-escuelas/
2020-01-14 18:13:00,Sectores de Hato Rey y Río Piedras enfrentan avería de agua,,Ahora,Noticel,https://www.noticel.com/ahora/20200114/sectores-de-hato-rey-y-rio-piedras-enfrentan-averia-de-agua/
2020-01-14 18:06:00,Amazon vuelve a dejar a sus vendedores enviar por FedEx,,Mundo,Noticel,https://www.noticel.com/mundo/20200114/amazon-vuelve-a-dejar-a-sus-vendedores-enviar-por-fedex/
2020-01-14 18:05:00,Reanudan las operaciones de Hacienda en el Viejo San Juan,,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/20200114/reanudan-las-operaciones-de-hacienda-en-el-viejo-san-juan/
2020-01-14 17:44:00,FEMA habr�a recortado fondos para prevenir da�os por terremotos en escuelas,,Top-Stories,Noticel,https://www.noticel.com/top-stories/gobierno/ahora/20200123/fema-habr%ef%bf%bda-recortado-fondos-para-prevenir-da%ef%bf%bdos-por-terremotos-en-escuelas/
2020-01-14 16:07:00,Qué implica que una escuela esté 'parcialmente apta' tras el terremoto,,Educacion,Noticel,https://www.noticel.com/educacion/ahora/top-stories/20200114/que-implica-que-una-escuela-este-parcialmente-apta-tras-el-terremoto/
2020-01-14 15:43:00,Cruz Soto: 'este país tiene que dejar la pendejá' ya',,Top-Stories,Noticel,https://www.noticel.com/top-stories/musica/pop/20200115/cruz-soto-este-pais-tiene-que-dejar-la-pendeja-ya/
2020-01-14 15:15:00,Suspendido temporeramente Dávila Colón por decirle 'perra' a Carmen Yulín,,Top-Stories,Noticel,https://www.noticel.com/top-stories/pnp/politica/ahora/ppd/fama/pop/20200114/suspendido-temporeramente-d%e8%b0%a9vila-col%e8%b4%b8n-por-decirle-perra-a-carmen-yul%e9%93%86n/
2020-01-14 14:21:00,Prueba en manos del tribunal obliga a pausar juicio contra Jensen Medina,,Tribunales,Noticel,https://www.noticel.com/tribunales/ahora/20200114/prueba-en-manos-del-tribunal-obliga-a-pausar-juicio-contra-jensen-medina/
2020-01-14 14:09:00,Yulín celebra 'cambio de postura' negado por Wanda Vázquez en torno a SanSe 2020,,Top-Stories,Noticel,https://www.noticel.com/top-stories/gobierno/ahora/20200114/yul%ef%bf%bdn-celebra-cambio-de-postura-negado-por-wanda-v%ef%bf%bdzquez-en-torno-a-sanse/
2020-01-14 13:56:00,Begnaud ofrecerá charla a los puertorriqueños en Bellas Artes,,Fama,Noticel,https://www.noticel.com/fama/pop/20200114/begnaud-ofrecera-charla-a-los-puertorriquenos-en-bellas-artes/
2020-01-14 11:19:00,A una semana del terremoto: ¿La falla del sur puede ocasionar un tsunami?,,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/top-stories/20200114/a-una-semana-del-terremoto-la-falla-del-sur-puede-ocasionar-un-tsunami/
2020-01-14 10:58:00,Alex Cora fue el gestor de esquema de robo de señales de los Astros,,Mlb,Noticel,https://www.noticel.com/mlb/beisbol/deportes/top-stories/20200114/alex-cora-fue-el-gestor-de-esquema-de-robo-de-senales-de-los-astros/
2020-01-14 10:15:00,Atropellan hombre en la 167 de Bayamón,,Cybernews,Noticel,https://www.noticel.com/cybernews/20200114/atropellan-hombre-en-la-167-de-bayamon/
2020-01-14 09:38:00,Datos: El número de escuelas declaradas 'aptas' y 'no aptas' por región,,Educacion,Noticel,https://www.noticel.com/educacion/ahora/top-stories/20200114/datos-el-numero-de-escuelas-declaradas-aptas-y-no-aptas-por-region/
2020-01-14 09:30:00,"A un mes de terremotos, así ha manejado el Gobierno la emergencia",,La-Calle,Noticel,https://www.noticel.com/la-calle/top-stories/gobierno/ahora/20200114/a-un-mes-de-terremotos-asi-ha-manejado-el-gobierno-la-emergencia/
2020-01-14 08:47:00,Supuesto megafraude federal en tutorías se desinfla,,Educacion,Noticel,https://www.noticel.com/educacion/ahora/top-stories/20200114/supuesto-megafraude-federal-en-tutorias-se-desinfla/
2020-01-14 08:43:00,Pepito opina sobre 'la perra',,Pepito,Noticel,https://www.noticel.com/pepito/20200114/pepito-opina-sobre-la-perra/
2020-01-14 08:39:00,Astros despiden a su gerente general y a su dirigente,,Mlb,Noticel,https://www.noticel.com/mlb/beisbol/deportes/20200114/astros-despiden-a-su-gerente-general-y-a-su-dirigente/
2020-01-14 08:00:00,"Actividad sísmica continua, pero en menor grado",,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/20200114/actividad-sismica-continua-pero-en-menor-grado/
2020-01-14 06:15:00,Pavimento mojado causa mayor congestión,,La-Calle,Noticel,https://www.noticel.com/la-calle/transito/20200114/pavimento-mojado-causa-mayor-congestion/
2020-01-14 05:40:00,FEMA y COR3 aprueban $2.7 millones para obras de recuperación,,Ahora,Noticel,https://www.noticel.com/ahora/la-calle/20200114/fema-y-cor3-aprueban-2-7-millones-para-obras-de-recuperacion/
2020-01-14 04:35:00,Indios logran el pase a la serie final,,Beisbol,Noticel,https://www.noticel.com/beisbol/deportes/20200114/indios-logran-el-pase-a-la-serie-final/
2020-01-13 21:12:00,Dávila Colón vuelca las redes en su contra tras llamar 'perra' a Carmen Yulín,,Top-Stories,Noticel,https://www.noticel.com/top-stories/pnp/politica/ahora/ppd/20200113/davila-colon-vuelca-las-redes-en-su-contra-tras-llamar-perra-a-carmen-yul/
2020-01-13 20:21:00,Confirman proyecto de comida para el lote del Tren Urbano en Sagrado Corazón,,Comercio,Noticel,https://www.noticel.com/comercio/economia/foodie/vida/20200114/confirman-proyecto-de-comida-para-el-lote-del-tren-urbano-en-sagrado-corazo/
2020-01-13 19:55:00,Desmentido: Hospital no se está cayendo por sismos,,La-Calle,Noticel,https://www.noticel.com/la-calle/20200114/desmentido-hospital-no-se-esta-cayendo-por-sismos/
2020-01-13 19:42:00,"Edwin Miranda intentó disfrazar su trabajo de propaganda, pero informes lo desmienten",,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200114/edwin-miranda-intento-disfrazar-su-trabajo-de-propaganda-pero-informes-lo/
2020-01-13 19:21:00,"Ojo, este sistema operativo se convierte en reliquia mañana",,Hack,Noticel,https://www.noticel.com/hack/20200114/ojo-este-sistema-operativo-se-convierte-en-reliquia-manana/
2020-01-13 19:17:00,La industria de seguros transforma sus guías de suscripción tras terremotos,,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200114/la-industria-de-seguros-transforma-sus-guias-de-suscripcion-tras-terremotos/
2020-01-13 17:21:00,Conoce la novela más prestada en la historia de la Biblioteca Pública de NY,,Pop,Noticel,https://www.noticel.com/pop/20200113/conoce-la-novela-mas-prestada-en-la-historia-de-la-biblioteca-publica-de-ny/
2020-01-13 16:22:00,Suspenden filmación de serie de Marvel en PR por terremoto,,Economia,Noticel,https://www.noticel.com/economia/binge/pop/20200113/suspenden-filmacion-de-serie-de-marvel-en-pr-por-terremoto/
2020-01-13 16:08:00,Colegio de Ingenieros solo puede inspeccionar estructuras referidas,,Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20200114/colegio-de-ingenieros-solo-puede-inspeccionar-estructuras-referidas/
2020-01-13 15:55:00,Reanudan visitas a los complejos correccionales,,Gobierno,Noticel,https://www.noticel.com/gobierno/ahora/20200114/reanudan-visitas-a-los-complejos-correccionales/
2020-01-13 14:46:00,Jensen Medina renuncia a juicio por jurado,,Top-Stories,Noticel,https://www.noticel.com/top-stories/tribunales/ahora/20200114/jensen-medina-renuncia-a-juicio-por-jurado/
2020-01-13 14:07:00,"Desplante a JLo y a 'After María', y otras curiosidades de los nominados al Óscar",,Cine,Noticel,https://www.noticel.com/cine/pop/20200113/desplante-a-jlo-y-a-after-maria-y-otras-curiosidades-de-los-nominados-al/
2020-01-13 14:03:00,Dos eventos dejan varias zonas de PR sin luz,,La-Calle,Noticel,https://www.noticel.com/la-calle/20200113/dos-eventos-dejan-varias-zonas-de-pr-sin-luz/
2020-01-13 14:02:00,Seilhamer adelanta su renuncia por situación con sus suegros,,Top-Stories,Noticel,https://www.noticel.com/top-stories/legislatura/ahora/pnp/politica/20200113/seilhamer-adelanta-su-renuncia-por-situaci%ef%bf%bdn-con-sus-suegros/
2020-01-13 13:54:00,Diseñan plataforma digital para organizar repartición de suministros,,Hack,Noticel,https://www.noticel.com/hack/20200113/disenan-plataforma-digital-para-organizar-reparticion-de-suministros/
2020-01-13 13:53:00,Estas son las carreteras que debes evitar a seis días del terremoto,,La-Calle,Noticel,https://www.noticel.com/la-calle/top-stories/20200113/estas-son-las-carreteras-que-debes-evitar-a-seis-dias-del-terremoto/
2020-01-13 13:37:00,"De $3,500 a $3.4 millones, un Mustang especial rompe récord",,Economia,Noticel,https://www.noticel.com/economia/cine/pop/20200113/de-3500-a-3-4-millones-un-mustang-especial-rompe-record/
2020-01-13 13:33:00,"A $75 cada una, agotan velas mercadeadas como que huelen a vagina de actriz",,En-Serio,Noticel,https://www.noticel.com/en-serio/pop/20200113/a-75-cada-una-agotan-velas-mercadeadas-como-que-huelen-a-vagina-de-actriz/
2020-01-13 13:09:00,Se quita de la carrera otro precandidato demócrata,,Mundo,Noticel,https://www.noticel.com/mundo/politica/ahora/20200113/se-quita-de-la-carrera-otro-precandidato-democrata/
2020-01-13 12:51:00,Continúa la selección del jurado en caso de Harvey Weinstein,,Mundo,Noticel,https://www.noticel.com/mundo/20200113/continua-la-seleccion-del-jurado-en-caso-de-harvey-weinstein/
2020-01-13 12:15:00,Jennifer Aniston causa revuelo al compartir foto con compañeras de Friends,,Binge,Noticel,https://www.noticel.com/binge/pop/fama/20200113/jennifer-aniston-causa-revuelo-al-compartir-foto-con-compaa%c2%b1eras-de-friends/
2020-01-13 11:05:00,¿Está Wall Street sobrevalorado?,,Economia,Noticel,https://www.noticel.com/economia/20200113/esta-wall-street-sobrevalorado/
2020-01-13 10:10:00,Roban un arma propiedad de la Policía,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200113/roban-un-arma-propiedad-de-la-policia/
2020-01-13 10:05:00,Agreden a un sujeto para robarle su carro,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200113/agreden-a-un-sujeto-para-robarle-su-carro/
2020-01-13 09:58:00,Pepito habla de las escuelas con columnas cortas,,Pepito,Noticel,https://www.noticel.com/pepito/20200129/pepito-habla-de-las-escuelas-con-columnas-cortas/
2020-01-13 09:44:00,Pepito le suplica al planeta,,Pepito,Noticel,https://www.noticel.com/pepito/20200128/pepito-le-suplica-al-planeta/
2020-01-13 09:42:00,Le mandan una recomendación a Pepito desde el océano,,Pepito,Noticel,https://www.noticel.com/pepito/20200115/le-mandan-una-recomendacion-a-pepito-desde-el-oceano/
2020-01-13 09:35:00,Asaltantes aprovechan temor de temblores para robar casa en Cabo Rojo,,Policiacas,Noticel,https://www.noticel.com/policiacas/la-calle/20200113/asaltantes-aprovechan-temor-de-temblores-para-robar-casa-en-cabo-rojo/
2020-01-13 09:27:00,'Joker' sonríe en unos Óscar que enfrentarán a leyendas,,Cine,Noticel,https://www.noticel.com/cine/pop/20200113/joker-sonrie-en-unos-oscar-que-enfrentaran-a-leyendas/
2020-01-13 09:15:00,Piden a DTOP inspección para los puentes en la PR-10,,La-Calle,Noticel,https://www.noticel.com/la-calle/transito/20200113/piden-a-dtop-inspeccion-para-los-puentes-en-la-pr-10/
